age,income,education,city,employment,target
21,32,bachelor,Kathmandu,government,0
38,38,high_school,Biratnagar,self_employed,0
45,115,bachelor,Lalitpur,self_employed,0
48,28,bachelor,Pokhara,student,0
35,68,bachelor,Lalitpur,self_employed,0
56,103,master,Kathmandu,student,0
50,115,master,Kathmandu,private,0
26,34,bachelor,Biratnagar,self_employed,1
46,36,high_school,Biratnagar,student,0
48,57,bachelor,Biratnagar,student,1
32,75,bachelor,Kathmandu,student,1
49,115,high_school,Biratnagar,private,0
55,40,high_school,Kathmandu,self_employed,0
52,36,high_school,Kathmandu,student,0
50,45,bachelor,Kathmandu,student,0
44,107,bachelor,Lalitpur,private,1
29,23,high_school,Kathmandu,student,1
51,58,master,Biratnagar,government,1
33,31,master,Pokhara,self_employed,1
40,35,high_school,Biratnagar,government,0
31,111,master,Biratnagar,self_employed,1
31,20,high_school,Lalitpur,private,0
24,52,master,Kathmandu,self_employed,0
58,111,phd,Kathmandu,student,1
24,80,high_school,Pokhara,student,0
21,27,master,Kathmandu,government,0
57,66,phd,Kathmandu,student,0
41,117,master,Kathmandu,self_employed,0
36,60,phd,Kathmandu,government,1
48,72,bachelor,Kathmandu,self_employed,0
34,73,high_school,Kathmandu,private,0
23,86,master,Lalitpur,private,1
48,38,bachelor,Kathmandu,government,1
25,103,bachelor,Lalitpur,student,0
41,118,bachelor,Lalitpur,private,0
57,34,bachelor,Kathmandu,government,0
57,101,high_school,Biratnagar,self_employed,0
33,101,bachelor,Pokhara,government,1
50,94,high_school,Biratnagar,student,0
43,57,bachelor,Kathmandu,private,0
38,66,master,Kathmandu,private,0
23,103,bachelor,Kathmandu,student,1
33,35,bachelor,Pokhara,private,0
45,102,high_school,Lalitpur,private,0
59,112,phd,Biratnagar,student,1
18,88,bachelor,Biratnagar,private,1
48,54,bachelor,Lalitpur,student,0
53,75,high_school,Biratnagar,private,0
57,25,high_school,Kathmandu,student,0
35,113,bachelor,Lalitpur,government,0
22,54,master,Kathmandu,student,0
29,25,bachelor,Kathmandu,self_employed,0
53,99,high_school,Pokhara,student,0
54,85,master,Lalitpur,private,0
44,82,bachelor,Kathmandu,private,0
23,25,master,Pokhara,student,0
23,95,high_school,Kathmandu,private,1
38,83,bachelor,Kathmandu,self_employed,0
42,99,master,Kathmandu,self_employed,0
19,102,high_school,Biratnagar,private,0
46,41,bachelor,Lalitpur,student,0
40,41,phd,Kathmandu,government,0
18,112,high_school,Kathmandu,private,0
22,73,high_school,Kathmandu,student,0
37,63,bachelor,Kathmandu,government,0
48,48,high_school,Pokhara,private,0
52,83,high_school,Biratnagar,government,0
36,95,bachelor,Pokhara,private,0
30,20,master,Kathmandu,private,0
58,75,high_school,Pokhara,student,0
37,119,high_school,Kathmandu,government,1
31,48,master,Kathmandu,student,0
36,48,bachelor,Lalitpur,government,1
18,107,master,Biratnagar,government,1
30,26,bachelor,Lalitpur,government,0
39,59,phd,Lalitpur,student,0
56,65,bachelor,Pokhara,private,0
49,99,high_school,Lalitpur,private,0
50,32,master,Pokhara,private,0
40,63,bachelor,Kathmandu,self_employed,0
22,35,high_school,Kathmandu,private,0
34,98,high_school,Kathmandu,self_employed,0
59,83,bachelor,Kathmandu,student,0
19,69,high_school,Kathmandu,private,1
54,59,high_school,Biratnagar,student,0
46,35,high_school,Biratnagar,government,0
29,112,bachelor,Pokhara,student,0
50,84,bachelor,Kathmandu,private,0
53,51,bachelor,Biratnagar,government,1
19,61,high_school,Kathmandu,private,0
22,92,high_school,Kathmandu,student,1
45,91,bachelor,Kathmandu,student,1
59,66,bachelor,Kathmandu,private,0
19,50,bachelor,Kathmandu,private,0
45,85,high_school,Biratnagar,student,0
23,85,high_school,Biratnagar,government,0
45,79,high_school,Biratnagar,student,1
44,27,bachelor,Kathmandu,private,1
21,67,bachelor,Biratnagar,private,1
46,81,master,Biratnagar,student,1
55,115,bachelor,Kathmandu,student,0
54,72,bachelor,Pokhara,student,0
19,54,bachelor,Pokhara,student,0
28,75,high_school,Pokhara,private,0
28,37,bachelor,Kathmandu,self_employed,0
37,29,high_school,Pokhara,self_employed,0
24,87,bachelor,Kathmandu,private,1
53,118,high_school,Kathmandu,private,0
50,104,master,Kathmandu,private,1
51,78,master,Lalitpur,self_employed,1
26,24,high_school,Kathmandu,student,0
18,118,bachelor,Kathmandu,private,1
56,64,master,Kathmandu,private,0
30,48,high_school,Lalitpur,student,0
45,109,master,Pokhara,private,0
56,94,bachelor,Lalitpur,self_employed,0
19,94,master,Kathmandu,self_employed,1
18,47,phd,Kathmandu,student,0
18,119,high_school,Pokhara,private,1
24,65,bachelor,Kathmandu,private,0
20,73,bachelor,Biratnagar,private,1
52,95,high_school,Lalitpur,private,1
43,85,high_school,Pokhara,student,0
59,37,phd,Lalitpur,self_employed,0
51,50,high_school,Pokhara,self_employed,0
58,56,bachelor,Kathmandu,government,0
28,114,master,Pokhara,government,1
30,91,high_school,Kathmandu,private,1
53,56,bachelor,Biratnagar,private,0
28,93,phd,Kathmandu,student,0
20,93,bachelor,Kathmandu,private,1
46,59,high_school,Pokhara,student,1
51,60,high_school,Kathmandu,self_employed,1
58,109,master,Kathmandu,private,1
56,76,high_school,Biratnagar,private,0
23,34,bachelor,Kathmandu,private,1
50,91,high_school,Pokhara,self_employed,0
53,78,bachelor,Kathmandu,student,0
47,70,master,Kathmandu,student,0
52,92,bachelor,Kathmandu,student,0
53,110,phd,Biratnagar,government,1
36,53,high_school,Lalitpur,self_employed,0
19,61,bachelor,Kathmandu,student,1
37,38,master,Lalitpur,self_employed,0
26,84,bachelor,Pokhara,private,1
22,60,high_school,Pokhara,government,0
23,54,master,Biratnagar,student,0
47,89,bachelor,Biratnagar,private,1
39,60,bachelor,Biratnagar,government,0
40,66,phd,Pokhara,private,1
49,64,high_school,Pokhara,student,0
41,45,high_school,Kathmandu,self_employed,0
44,32,high_school,Kathmandu,self_employed,1
21,102,bachelor,Biratnagar,private,0
53,29,high_school,Kathmandu,government,0
36,52,bachelor,Kathmandu,government,0
24,86,high_school,Kathmandu,student,0
52,33,bachelor,Kathmandu,self_employed,0
48,85,high_school,Pokhara,private,0
20,93,bachelor,Pokhara,government,1
26,86,high_school,Pokhara,student,0
18,50,bachelor,Kathmandu,private,0
29,21,bachelor,Pokhara,private,0
22,108,bachelor,Kathmandu,private,1
47,52,master,Biratnagar,self_employed,0
39,100,bachelor,Pokhara,self_employed,1
59,39,high_school,Pokhara,student,1
49,36,master,Pokhara,private,1
43,97,high_school,Lalitpur,private,1
39,113,high_school,Biratnagar,private,0
20,106,bachelor,Pokhara,private,0
20,95,high_school,Pokhara,self_employed,0
43,44,high_school,Kathmandu,government,0
18,111,bachelor,Lalitpur,student,1
19,86,high_school,Kathmandu,private,0
27,37,master,Kathmandu,government,1
55,32,master,Lalitpur,private,0
37,107,bachelor,Biratnagar,student,0
47,47,bachelor,Kathmandu,private,0
35,96,bachelor,Kathmandu,private,0
25,33,phd,Kathmandu,student,0
33,48,high_school,Pokhara,government,0
21,48,high_school,Kathmandu,private,0
50,48,bachelor,Lalitpur,private,0
25,87,bachelor,Lalitpur,private,1
33,111,high_school,Pokhara,self_employed,0
59,111,bachelor,Pokhara,student,0
42,94,high_school,Kathmandu,student,0
37,40,master,Kathmandu,private,0
40,116,high_school,Biratnagar,private,0
50,74,high_school,Kathmandu,private,0
28,74,high_school,Kathmandu,government,0
44,90,high_school,Kathmandu,student,0
54,96,high_school,Kathmandu,student,0
42,115,high_school,Pokhara,private,0
36,78,high_school,Biratnagar,government,0
24,81,high_school,Biratnagar,self_employed,0
28,94,bachelor,Pokhara,government,1
57,45,bachelor,Biratnagar,private,1
40,50,high_school,Pokhara,government,0
30,82,high_school,Biratnagar,government,0
35,26,high_school,Pokhara,student,0
42,52,high_school,Kathmandu,private,0
40,91,high_school,Lalitpur,government,1
47,117,master,Kathmandu,private,0
28,71,phd,Kathmandu,government,1
45,59,master,Kathmandu,private,0
36,64,bachelor,Kathmandu,private,0
57,88,bachelor,Kathmandu,student,0
24,74,high_school,Pokhara,government,0
24,22,master,Lalitpur,self_employed,0
37,73,master,Kathmandu,student,1
39,60,master,Pokhara,private,0
47,90,master,Kathmandu,student,0
34,107,bachelor,Biratnagar,student,1
56,116,master,Kathmandu,self_employed,0
37,81,master,Kathmandu,private,0
23,56,high_school,Pokhara,private,0
23,64,master,Biratnagar,private,1
58,37,high_school,Biratnagar,self_employed,0
23,113,phd,Pokhara,private,1
57,104,master,Biratnagar,government,0
29,105,high_school,Kathmandu,private,0
21,52,bachelor,Kathmandu,student,1
30,52,high_school,Kathmandu,government,0
43,105,master,Kathmandu,student,1
35,74,master,Kathmandu,government,0
50,90,bachelor,Pokhara,private,0
43,68,master,Kathmandu,government,0
34,64,high_school,Pokhara,government,0
44,83,high_school,Pokhara,government,0
58,101,bachelor,Biratnagar,student,0
35,53,high_school,Biratnagar,government,0
24,100,bachelor,Kathmandu,self_employed,1
35,44,high_school,Kathmandu,student,1
53,60,bachelor,Pokhara,private,0
27,111,bachelor,Pokhara,self_employed,1
57,115,master,Kathmandu,student,1
42,112,high_school,Kathmandu,government,0
43,51,master,Biratnagar,government,0
31,104,bachelor,Pokhara,student,0
56,113,high_school,Kathmandu,private,0
19,117,bachelor,Pokhara,private,1
30,22,bachelor,Lalitpur,private,0
35,94,high_school,Kathmandu,self_employed,0
38,119,bachelor,Lalitpur,student,1
37,96,high_school,Kathmandu,private,0
24,43,bachelor,Pokhara,self_employed,0
27,96,bachelor,Pokhara,student,0
22,30,bachelor,Kathmandu,self_employed,0
42,68,master,Lalitpur,student,1
32,82,high_school,Pokhara,private,0
41,65,phd,Lalitpur,student,1
42,89,master,Kathmandu,government,0
47,44,phd,Lalitpur,government,0
40,80,master,Lalitpur,self_employed,0
45,84,high_school,Pokhara,self_employed,0
42,83,bachelor,Kathmandu,government,0
45,48,high_school,Biratnagar,government,0
43,50,master,Pokhara,private,0
31,45,bachelor,Lalitpur,self_employed,1
28,66,high_school,Pokhara,government,1
51,78,master,Kathmandu,self_employed,1
32,56,high_school,Kathmandu,student,1
41,60,bachelor,Biratnagar,private,0
26,48,bachelor,Lalitpur,government,0
36,41,high_school,Kathmandu,student,0
40,85,bachelor,Biratnagar,student,0
44,101,master,Lalitpur,self_employed,0
40,49,high_school,Kathmandu,private,0
33,106,bachelor,Kathmandu,student,1
58,77,high_school,Biratnagar,private,0
39,36,bachelor,Pokhara,private,0
51,56,high_school,Kathmandu,government,0
48,20,master,Biratnagar,self_employed,0
41,23,master,Pokhara,self_employed,0
55,53,high_school,Lalitpur,government,0
23,65,high_school,Lalitpur,government,0
56,99,bachelor,Biratnagar,private,0
53,33,bachelor,Pokhara,self_employed,0
39,103,bachelor,Kathmandu,student,1
48,43,high_school,Pokhara,student,1
39,33,high_school,Kathmandu,self_employed,0
29,89,phd,Biratnagar,self_employed,0
51,97,bachelor,Kathmandu,private,0
28,80,master,Pokhara,government,0
31,31,bachelor,Kathmandu,private,0
39,31,master,Kathmandu,private,1
53,59,high_school,Kathmandu,private,0
34,65,high_school,Pokhara,student,0
38,119,master,Biratnagar,private,1
19,48,master,Kathmandu,private,1
22,39,high_school,Lalitpur,private,0
20,114,bachelor,Lalitpur,student,1
21,35,bachelor,Kathmandu,self_employed,0
54,22,bachelor,Biratnagar,government,0
53,62,high_school,Pokhara,self_employed,0
52,60,master,Kathmandu,student,1
20,81,high_school,Pokhara,government,0
21,107,bachelor,Kathmandu,self_employed,1
29,113,high_school,Lalitpur,private,0
41,48,high_school,Lalitpur,student,0
32,118,bachelor,Biratnagar,private,1
38,83,high_school,Pokhara,private,1
25,26,bachelor,Pokhara,private,1
48,113,high_school,Lalitpur,private,1
31,33,master,Kathmandu,private,1
20,78,bachelor,Kathmandu,government,0
49,99,master,Pokhara,student,1
55,44,high_school,Kathmandu,private,1
18,47,high_school,Kathmandu,government,0
36,67,bachelor,Kathmandu,student,0
52,108,bachelor,Pokhara,student,0
47,42,high_school,Kathmandu,student,0
53,86,high_school,Kathmandu,student,1
35,65,bachelor,Kathmandu,private,1
33,31,high_school,Kathmandu,student,1
47,91,bachelor,Lalitpur,private,0
24,103,high_school,Kathmandu,self_employed,0
28,77,high_school,Biratnagar,self_employed,0
43,37,bachelor,Biratnagar,student,0
46,35,bachelor,Kathmandu,private,0
23,62,high_school,Biratnagar,private,0
39,70,bachelor,Biratnagar,self_employed,0
33,75,master,Pokhara,self_employed,0
39,44,bachelor,Kathmandu,student,1
58,70,bachelor,Kathmandu,student,0
21,49,phd,Lalitpur,private,0
59,88,bachelor,Biratnagar,self_employed,0
36,99,master,Lalitpur,self_employed,0
50,85,master,Lalitpur,student,1
35,20,high_school,Kathmandu,private,0
31,119,bachelor,Biratnagar,student,1
50,22,bachelor,Pokhara,government,1
46,119,phd,Biratnagar,self_employed,0
24,23,bachelor,Kathmandu,private,0
47,71,high_school,Kathmandu,student,1
49,30,bachelor,Biratnagar,private,0
34,29,high_school,Biratnagar,private,0
56,88,master,Pokhara,self_employed,0
44,92,bachelor,Kathmandu,private,0
32,31,bachelor,Kathmandu,self_employed,0
18,117,master,Lalitpur,private,1
46,52,bachelor,Pokhara,student,0
26,51,bachelor,Pokhara,private,1
49,49,master,Pokhara,student,0
40,66,master,Pokhara,private,0
37,37,master,Pokhara,government,0
24,62,high_school,Pokhara,student,0
47,40,bachelor,Biratnagar,student,1
24,25,high_school,Lalitpur,student,0
35,56,master,Lalitpur,student,1
53,87,bachelor,Pokhara,self_employed,0
56,96,bachelor,Pokhara,self_employed,0
59,55,high_school,Biratnagar,student,0
58,52,high_school,Biratnagar,government,0
41,98,bachelor,Pokhara,government,1
26,88,high_school,Biratnagar,self_employed,0
53,103,high_school,Biratnagar,private,0
51,110,master,Biratnagar,private,0
59,102,master,Biratnagar,private,0
45,113,high_school,Kathmandu,self_employed,1
23,61,high_school,Pokhara,government,0
39,59,phd,Pokhara,private,0
36,52,bachelor,Kathmandu,student,0
53,43,bachelor,Lalitpur,government,0
34,94,high_school,Pokhara,self_employed,0
31,91,high_school,Kathmandu,private,0
21,100,high_school,Biratnagar,government,0
53,36,bachelor,Biratnagar,private,0
49,69,high_school,Biratnagar,private,0
19,42,high_school,Kathmandu,private,1
36,109,bachelor,Lalitpur,government,1
38,46,master,Pokhara,self_employed,0
37,34,master,Pokhara,private,1
56,76,bachelor,Kathmandu,private,0
24,107,bachelor,Pokhara,private,0
30,111,bachelor,Biratnagar,student,1
25,29,high_school,Pokhara,private,1
28,52,bachelor,Pokhara,student,0
56,35,bachelor,Biratnagar,private,0
57,50,bachelor,Biratnagar,student,0
19,73,master,Kathmandu,private,0
44,48,phd,Lalitpur,government,0
27,26,high_school,Biratnagar,student,0
26,71,bachelor,Lalitpur,government,1
30,25,high_school,Lalitpur,self_employed,0
26,42,bachelor,Lalitpur,private,0
38,20,high_school,Biratnagar,student,0
59,28,high_school,Pokhara,private,0
42,63,master,Kathmandu,private,0
48,105,bachelor,Pokhara,private,1
38,97,master,Biratnagar,student,0
18,29,high_school,Pokhara,private,0
21,23,high_school,Lalitpur,private,1
29,53,bachelor,Kathmandu,private,0
28,85,high_school,Kathmandu,government,0
53,94,high_school,Pokhara,student,0
53,102,phd,Pokhara,private,0
53,54,high_school,Kathmandu,self_employed,0
44,36,high_school,Kathmandu,private,0
41,22,bachelor,Biratnagar,government,0
45,34,bachelor,Pokhara,private,1
35,26,bachelor,Kathmandu,private,0
46,106,bachelor,Kathmandu,self_employed,0
51,46,master,Pokhara,private,1
50,102,high_school,Kathmandu,student,0
43,75,bachelor,Biratnagar,self_employed,0
20,73,bachelor,Biratnagar,government,1
48,65,master,Kathmandu,government,1
33,101,bachelor,Pokhara,student,0
49,24,bachelor,Kathmandu,student,0
40,29,high_school,Kathmandu,government,1
55,62,high_school,Lalitpur,student,0
32,59,high_school,Pokhara,student,0
57,74,bachelor,Lalitpur,government,0
53,93,high_school,Kathmandu,private,1
31,78,bachelor,Kathmandu,student,1
38,45,high_school,Pokhara,student,0
40,52,master,Pokhara,private,1
50,95,master,Lalitpur,government,0
46,40,high_school,Kathmandu,self_employed,0
53,70,high_school,Lalitpur,student,0
33,73,high_school,Lalitpur,student,0
39,95,master,Pokhara,private,0
36,91,high_school,Kathmandu,private,0
56,66,bachelor,Pokhara,private,1
30,50,bachelor,Kathmandu,self_employed,0
42,56,master,Biratnagar,private,0
23,61,bachelor,Pokhara,private,1
53,41,bachelor,Lalitpur,self_employed,0
34,82,phd,Pokhara,student,0
32,40,high_school,Pokhara,self_employed,1
42,84,master,Biratnagar,private,1
38,95,high_school,Pokhara,private,0
53,116,bachelor,Lalitpur,self_employed,0
40,31,master,Kathmandu,private,0
39,95,bachelor,Lalitpur,private,0
22,28,bachelor,Biratnagar,private,0
18,53,high_school,Lalitpur,government,0
34,37,bachelor,Pokhara,private,1
59,36,bachelor,Biratnagar,student,0
56,37,bachelor,Kathmandu,government,1
44,24,bachelor,Biratnagar,government,0
44,102,high_school,Kathmandu,private,0
34,26,high_school,Kathmandu,student,0
25,59,high_school,Pokhara,private,0
18,89,bachelor,Kathmandu,student,1
32,119,high_school,Kathmandu,student,1
31,105,master,Biratnagar,private,0
26,33,bachelor,Kathmandu,student,0
28,118,high_school,Biratnagar,private,0
19,85,bachelor,Kathmandu,government,1
43,37,master,Biratnagar,private,0
56,64,high_school,Biratnagar,self_employed,0
47,111,high_school,Pokhara,self_employed,0
36,59,high_school,Biratnagar,private,0
35,38,high_school,Lalitpur,self_employed,1
30,107,master,Biratnagar,self_employed,1
23,115,phd,Kathmandu,private,1
43,117,high_school,Pokhara,government,0
41,115,bachelor,Biratnagar,student,1
18,107,high_school,Kathmandu,government,0
35,65,bachelor,Biratnagar,private,0
29,39,master,Kathmandu,student,0
25,81,bachelor,Biratnagar,private,1
47,42,high_school,Kathmandu,self_employed,0
40,67,bachelor,Kathmandu,private,0
44,85,phd,Lalitpur,student,0
47,114,high_school,Lalitpur,student,1
59,48,high_school,Lalitpur,private,0
51,45,high_school,Lalitpur,self_employed,0
44,93,bachelor,Pokhara,government,0
